code,name,latitude,longitude,yearid
6218,Prince-Arthur / St-Urbain,45.5126137,-73.57372552,2014
6327,Faillon / St-Denis,45.53985704,-73.62038255,2014
6108,Logan / Fullum,45.528448693514136,-73.55108499526979,2014
6008,Sanguinet / Ste-Catherine,45.512734,-73.5611406,2014
6329,Gounod / St-Denis,45.54176571696572,-73.62612783908844,2014
6126,Rouen / Fullum,45.53217,-73.55859,2014
5007,Métro Longueuil - Université de Sherbrooke,45.523854,-73.519677,2014
6324,de Liège / Lajeunesse,45.54554155627703,-73.63474845886229,2014
6251,de Gaspé / Dante,45.534377,-73.612278,2014
6066,Mansfield / Ste-Catherine,45.5014018,-73.5718136,2014
6925,des Écores / Jean-Talon,45.55244260913486,-73.60300183296205,2014
6334,Lajeunesse / Jarry,45.543583,-73.6284,2014
6084,Lambert-Closse / Tupper,45.489609,-73.58244499999999,2014
6928,Louis-Colin / McKenna,45.500035,-73.618105,2014
6405,Duvernay / Charlevoix,45.48203995,-73.57486278,2014
6090,Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),45.494859999999996,-73.57108000000001,2014
6396,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX),45.553878999999995,-73.551761,2014
6021,de l'Hôtel-de-Ville / Sherbrooke,45.51453083866944,-73.56847107410431,2014
6122,Logan / d'Iberville,45.530570000000004,-73.54913,2014
6321,Gary-Carter / St-Laurent,45.53612320588314,-73.62244516611098,2014
6362,1ère avenue / Rosemont,45.547996999999995,-73.58523000000001,2014
6433,Hillside / Ste-Catherine,45.4829,-73.59100000000001,2014
6261,Louis Hémon / Rosemont,45.544579999999996,-73.58806899999999,2014
6323,Guizot / St-Laurent,45.53963159810423,-73.63444805145264,2014
6915,Alma / Beaubien,45.53237205692519,-73.60643248568522,2014
5006,Collège Édouard-Montpetit,45.53722603812578,-73.49506705999373,2014
6415,Wilson / Sherbrooke,45.4703,-73.6162,2014
6058,Cypress / Peel,45.49932551028458,-73.57176750898361,2014
6266,Louis-Hébert / Beaubien,45.54816007401565,-73.5920262336731,2014
6063,Drummond / de Maisonneuve,45.49947,-73.57591,2014
6236,Laurier / Bordeaux,45.53725879867612,-73.57917040586472,2014
6246,Métro Outremont (Wiseman / Van Horne),45.520294969655005,-73.61482366919519,2014
6394,Valois / Ontario,45.54730353,-73.54382690000001,2014
6168,Marmier / St-Denis,45.530871318676006,-73.5983455181122,2014
6112,Montcalm / de Maisonneuve,45.519157,-73.55785999999999,2014
6386,Métro Préfontaine (Moreau / Hochelaga),45.5414350841351,-73.55431437492369,2014
6333,Leman / de Chateaubriand,45.547218,-73.631103,2014
6171,Wolfe / Robin,45.5195,-73.56026899999999,2014
6018,St-André / Ontario,45.51889,-73.56353,2014
6264,Chabot / de Bellechasse,45.5427,-73.59212,2014
6092,Crescent / René-Lévesque,45.49606,-73.57348,2014
6435,Victoria Hall,45.4816,-73.6,2014
6270,Fabre / St-Zotique,45.543541,-73.600982,2014
6361,1ère avenue / Beaubien,45.550476,-73.590446,2014
6007,de l'Hôtel-de-Ville / Ste-Catherine,45.511640093571074,-73.56218397617342,2014
6101,Métro Villa Maria (Décarie / Monkland),45.479483,-73.61979000000001,2014
6375,Métro Place St-Henri (St-Ferdinand / St-Jacques),45.477249,-73.587238,2014
6402,Square Sir-Georges-Etienne-Cartier / Ste-Émilie,45.47266800851547,-73.585389778018,2014
6731,28e avenue / Rosemont,45.564353000000004,-73.571244,2014
6002,Ste-Catherine / Dézéry,45.53923029698213,-73.54108236730099,2014
6250,Henri-Julien / Jean-Talon,45.53707,-73.61529,2014
6359,Parc Plage,45.50260226829794,-73.52750301361084,2014
6716,Francis / Fleury,45.563947,-73.655573,2014
6718,Grand Boulevard / Sherbrooke,45.466569,-73.623295,2014
6340,De La Roche / Everett,45.544866999999996,-73.614841,2014
6409,Lionel-Groulx / George-Vanier,45.48627862584162,-73.57359945774078,2014
6367,3e avenue / Dandurand,45.547362,-73.57922099999999,2014
6422,Fleury / Lajeunesse,45.5536,-73.6616,2014
6210,Métro Sauvé (Sauvé / Berri),45.550692068419764,-73.65636706352235,2014
6741,Notre-Dame / Chatham,45.48691857455085,-73.56942862272263,2014
6272,Bordeaux / St-Zotique,45.546405643046654,-73.59842061996459,2014
6025,Notre-Dame / St-Gabriel,45.507143919284104,-73.55511903762817,2014
6167,Marquette / St-Grégoire,45.53703,-73.58584,2014
6398,Desjardins / Ontario,45.551119,-73.540764,2014
6038,McGill / Place d'Youville,45.49975,-73.55566,2014
6407,Métro Lionel-Groulx (Lionel-Groulx / Charlevoix),45.48392802,-73.57731164,2014
6735,François-Perrault / L.-O.-David,45.561396,-73.60154399999999,2014
6360,8e avenue / Beaubien,45.553215,-73.58752,2014
6728,Champagneur / Jean-Talon,45.526903999999995,-73.62433100000001,2014
6278,Louis-Hébert / St-Zotique,45.55001,-73.59576,2014
6393,Dézéry / Ontario,45.54094394520117,-73.54714214801787,2014
6903,Napoléon /  St-Dominique,45.516777000000005,-73.577784,2014
6918,9e avenue / Dandurand,45.550769,-73.57711,2014
6732,Fortune/wellington,45.477923,-73.559038,2014
6313,Palm / St-Remi,45.470303,-73.589848,2014
6724,Square Sir-Georges-Étienne-Cartier / Léa Roback,45.471926,-73.58247,2014
6307,Laval / Rachel,45.520018,-73.579463,2014
6120,Ontario / du Havre,45.5336609,-73.5521968,2014
6316,Parc Jean-Brillant (Swail / Decelles),45.497011,-73.618575,2014
6711,Alexandra / Waverly,45.531938000000004,-73.61784200000001,2014
5002,St-Charles / Châteauguay,45.5332,-73.5156,2014
6397,Marché Maisonneuve,45.553193897440885,-73.53981435298921,2014
6347,Métro St-Michel (Shaughnessy / St-Michel),45.559199,-73.59965799999999,2014
6306,du Mont-Royal / Vincent-d'Indy,45.510086,-73.611429,2014
6369,West Broadway / Sherbrooke,45.45635829051657,-73.64013027457986,2014
6721,Cadillac / Sherbrooke,45.577135950141134,-73.54628920555116,2014
6723,26e avenue / Beaubien,45.564944,-73.577639,2014
6730,35e avenue / Beaubien,45.570081,-73.573047,2014
6076,Ville-Marie / Ste-Catherine,45.55806260336831,-73.52940759679768,2014
6720,Ontario / Viau,45.5594818,-73.535496,2014
6404,Quesnel / Vinet,45.485889,-73.57751400000001,2014
6357,12e avenue / St-Zotique,45.556905,-73.58925,2014
6189,Chabot / Everett,45.55069770329497,-73.60953032970428,2014
6310,de Darlington / de la Côte-Ste-Catherine,45.50540324702016,-73.62116575241089,2014
6919,10e Avenue / Rosemont,45.552649,-73.58118499999999,2014
6750,des Érables / Rachel,45.5334955551535,-73.56693148612977,2014
6927,Édouard-Montpetit / Stirling,45.50723,-73.615085,2014
6710,Georges-Baril / Fleury,45.558457000000004,-73.65884,2014
6708,de la Gauchetière / de Bleury,45.504560999999995,-73.56279,2014
6709,Le Caron / Marc-Sauvalle ,45.461684999999996,-73.584039,2014
6746,Métro Acadie (de l'Acadie / Beaumont),45.52341265422832,-73.62352609634401,2014
6301,Parc Outremont (Bloomfield / Elmwood),45.518215000000005,-73.603251,2014
6279,Louis-Hébert / Bélanger,45.55158237169131,-73.5991555452347,2014
6033,16e avenue / Beaubien,45.558481405952165,-73.58330368995668,2014
6719,Park Row O / Sherbrooke,45.46072936353252,-73.63407254219054,2014
6355,Ontario / Sicard,45.5566,-73.5373,2014
6733,Rousselot / Villeray,45.548931,-73.616837,2014
6315,Lacombe / de la Côte-des-Neiges,45.496850543297604,-73.62331956624985,2014
6737,Jacques-Cassault / Christophe-Colomb,45.552122999999995,-73.630103,2014
6305,Davaar / de la Côte-Ste-Catherine,45.514379,-73.610871,2014
6303,Dunlop / Van Horne,45.514905,-73.619682,2014
6736,Basile-Routhier / Gouin,45.55670791513632,-73.67063373327254,2014
6366,Wilderton  / Van Horne,45.510042,-73.624835,2014
6345,Louis-Hémon / Villeray,45.554930999999996,-73.610711,2014
6703,Jardin Botanique (Pie-IX / Sherbrooke),45.555205239939916,-73.55582308082374,2014
6302,Stuart / de la Côte-Ste-Catherine,45.515384125158135,-73.60640823841095,2014
5004,St-Charles / Charlotte,45.539823999999996,-73.508752,2014
6419,Beaucourt / de la Côte-Ste-Catherine,45.491513,-73.633649,2014
